Page,Line,Author,Date & Time,Comment,Reference Text
3,29,Austin Thompson,9/21/2023 14:43,TE-NT,"I also haven't had any real trainings, and I would say some of that is I need to reach out, and I I I have an interest that I have no training and I don't know if that's because I'm not seeking it out, or I don't know where to seek it out."
3,29,Austin Thompson,9/21/2023 14:44,TE-LFO,I'm learning some tips already from this group.
3,30,Austin Thompson,9/21/2023 14:45,TE-NT,"But I don't have any. I have never attended a a conference or a seminar, or anything."
3,39,Austin Thompson,9/21/2023 14:53,"B-SA, B-I","But, there's so many people interested in it that the waitlist is very long, and we it's been like 8 months now, and I still haven't been contacted for that."
3,40,Austin Thompson,9/21/2023 14:53,KOP-SA,But ostensibly I know how to put papers on an repository that people can access.
3,40,Austin Thompson,9/21/2023 14:45,"TE-SA, TE-W","The library, the librarians at [university] host a training on how to put your papers into repositories that people can access. We the the it was like a 1 hour long workshop, or something like that. But we learned about how if you put your papers on Research Gate, you're basically giving Research Gate the right to use all of your figures and do all these things that you didn't know you were giving them the rights to and and showing us how to get our papers off of Research Gate, and then move towards repositories through the university. But, there's so many people interested in it that the waitlist is very long, and we it's been like 8 months now, and I still haven't been contacted for that. But ostensibly I know how to put papers on an repository that people can access."
4,2,Austin Thompson,9/21/2023 14:55,I-SA,"I want to share my papers more and better,"
4,3,Austin Thompson,9/21/2023 14:55,PE-SA,"and I'm gonna say, one time I tried the first time I ever tried to share something I got in trouble or told like this can't go on there. And I was like, “Oh, no!”"
4,6,Austin Thompson,9/21/2023 14:55,U-SA,"And so I feel like I'm not sure you know which public.. how to share them, you know, when you're submitting, you get something you have to sign like, you know, we're giving our paper to the publisher."
4,6,Austin Thompson,9/21/2023 14:56,PE-SA,I have some available my website.
4,10,Austin Thompson,9/21/2023 14:56,U-SA,"And I'm still not sure like, are those supposed to be there? So yeah, I feel like I got I was told to take down something the first time I tried to share it. I'm sure it's a lot of operator error, and just me not doing the right trainings, but I don't know which articles we're allowed to share, how to share them. Things like that."
4,16,Austin Thompson,9/21/2023 14:57,"R-UCSD, TE-W, B-SA, B-KJP","Yeah, I agree also even after the CSDisseminate talk about self archiving, we still, in the in my lab, are struggling to find the rules for each publisher, and it seems like every time we look they are a little bit different. So that's been a really big challenge."
4,20,Austin Thompson,9/21/2023 14:59,WTL-SA,"I recently saw a website of a calling in CSD who has a disclaimer on her website that says, by visiting this website and clicking this link that is personal contact with me. And I'm sharing my personal copy with you. Which I thought was a very creative way around it. But I don't know how legal it is, and so learning more about that would be really good."
4,21,Austin Thompson,9/21/2023 14:59,WTL-OER,I also don't know what open educational resources are. So that would be a good thing to learn about.
4,24,Austin Thompson,9/21/2023 15:00,PE-NIH,"Oh, I'm just gonna say it's like the only way I know how to share my papers is when NIH yells at me that we to share them."
4,24,Austin Thompson,9/21/2023 15:00,U-SA,Like I I don't know how else to do it
4,26,Austin Thompson,9/21/2023 15:01,"F-SA, F-NIH",so sometimes I just put collaborators’ NIH grants in my acknowledgments so that they'll yell at me so that I can put it on PubMed central.
4,35,Austin Thompson,9/21/2023 15:02,PE-SA,"Yeah, I preprint everything, because as far as I've been able to tell you cannot be yelled at for preprinting because it's not owned by a publisher yet. But the one thing that, uh oh, I just blanked on what I was going to say...self-arching...Oh, yeah. The one thing I was gonna mention is, I've actually had a cease-and-desist letter from a publisher about the linking your own personal copy. So just per X's comment there, I'm not sure even that gets you away from that I've actually and of course it was Elsevier. I mean, you could also do that? But anyway, so typically, we just link to pre-prints and as far as I know, as long as you update the pre print to the accepted version, I've learned, it's okay."
4,36,Austin Thompson,9/21/2023 15:02,"WTL-OER, WTL-OPR",But I'd also like to learn more about the open educational resources and open peer review scares me as a platform. But I'd like to learn more about that.
4,44,Austin Thompson,9/21/2023 15:08,"KOP-SA, KOP-OM, B-SA, B-OM, B-T","So for example, I I I know the mechanics behind getting you know a paper up<P>before it's formatted by the journal for post prints or pre prints, and I know the mechanics of putting my code up on OSF and making it available. But I feel like all of that takes a lot of additional time for me. Making sure that even if it's not the final formatted version of a paper, it's still in a format that I feel really confident is very, very, very close to what's gonna finally get published."
5,2,Austin Thompson,9/21/2023 15:10,"B-OM, B-FR, B-CX","And for code I haven't figured out how to do that efficiently, because my code is always a slew of comments to myself that I don't necessarily want on...accessible to everyone. More just because it's very informal to me. And so there always feels like there needs to be a cleaning step which just feels unnecessary, but also necessary."
5,4,Austin Thompson,9/21/2023 15:03,WTL-OSW,"I think I'd like to learn about how to be more efficient in my workflow for building in open science practices. So for example, I I I know the mechanics behind getting you know a paper up<P>before it's formatted by the journal for post prints or pre prints, and I know the mechanics of putting my code up on OSF and making it available. But I feel like all of that takes a lot of additional time for me. Making sure that even if it's not the final formatted version of a paper, it's still in a format that I feel really confident is very, very, very close to what's gonna finally get published. And for code I haven't figured out how to do that efficiently, because my code is always a slew of comments to myself that I don't necessarily want on...accessible to everyone. More just because it's very informal to me. And so there always feels like there needs to be a cleaning step which just feels unnecessary, but also necessary. So learning how to just build it in in a way that's more efficient towards the end, goals of making it open is something I'm interested in."
5,5,Austin Thompson,9/21/2023 15:11,"WTL-OPR, WTL-OER","Also interested in learning more about the open peer review and educational resources, neither of which are super familiar to me."
5,9,Austin Thompson,9/21/2023 15:12,"B-OS, B-CX, WTL-OSW","It's a really good point, yeah, about making...or how to make your practices efficient and work for because it does just feel, I mean, at least at this point for me feels like this extra big step that is like, how do I even do this with everything else going on?"
5,11,Austin Thompson,9/21/2023 15:13,"WTL-OD, IOS-LS","And then I'm really interested in in open data. I mean, I think a lot of us in our field deal with small ns. And so how to to use data from other researchers to help bolster our numbers."
5,14,Austin Thompson,9/21/2023 15:14,"WTL-OD, WTL-IRB",I think are big challenges that I'm interested in learning more about.
5,14,Austin Thompson,9/21/2023 15:13,"B-OD, B-IRB","And I mean particularly for what I do using speech samples is always a challenge with IRB and how you know, sharing that data. And but I think it's so important. And how how do we do that, and how you navigate the IRB to make that happen. I think are big challenges that I'm interested in learning more about."
5,19,Austin Thompson,9/21/2023 15:15,"PE-OER, F-OER, F-IS, F-M","I was just gonna say, of all the things on your question there, I have the most experience with the open educational resources, just because at my last institution there was funding from the university if you made OER. And then there was also, like a fairly big repository, I guess, through our library of open educational resources."
5,20,Austin Thompson,9/21/2023 15:17,"WTL-OER, U-OER","So I am very interested in that and doing that, perhaps, but I agree with most others in saying a lot of it is knowing what to do."
5,24,Austin Thompson,9/21/2023 15:17,"U-SA, WTL-SA","Pre-print. What can I? You know what's mine? What's theirs? And I feel like we get. I I feel like there's a lot of information out there about that. But I don't feel like it ever all agrees, so I never kind of hear one consistent report on this is what you can or can't do. I have actually heard the safest way is preprint like everyone else."
5,24,Austin Thompson,9/21/2023 15:17,WTL-OS,But I'd be interested in learning more about all of them.
5,33,Brittany Ciullo,9/15/2023 19:44,LP-I,"I really prefer something that is live or interactive. If it's pre-recorded, I will almost certainly never make the time to view it. Unless it's like, I need to know this right this minute. So really, something that's more hands-on, interactive, works best for me."
5,36,Brittany Ciullo,9/15/2023 19:46,"LP-V, LP-H",I think also having some resources like Youtube videos or handouts would be good in training graduate students as well if they cannot be at the interactive workshop.
5,38,Brittany Ciullo,9/15/2023 19:49,"TE-W, R-UCSD, TE-OS","after I did the CSDisseminate live webinar I came back to the students who work with me in my lab, and we talked about it"
5,39,Brittany Ciullo,9/15/2023 19:50,LP-H,I wish that I had had some handouts so that I could walk them through the things that I had learned.
5,41,Brittany Ciullo,9/15/2023 19:50,"LP-I, LP-W","I would always say interactive something that's, some kind of workshop that's interactive. "
6,2,Brittany Ciullo,9/15/2023 19:51,LP-CP,"And I think I heard some of you mentioned earlier that you had some training at different conferences. And so I think that might be a time. If there's conferences that I don't know if ASHA is like too big or something. But if if there was a similar talk that could be taken to some of the, you know, smaller interest conferences. If we're already there and kind of an attending audience, then better chance that the information is taken in."
6,5,Brittany Ciullo,9/15/2023 19:52,"LP-I, LP-W","I agree that I that I think webinars are really interactive. You know, interactive webinars are really nice."
6,9,Brittany Ciullo,9/15/2023 19:52,"LP-V, LP-S","But I think to some like bite-sized Youtube, or some kind of video that it's like, if there's one piece of it that you don't know how to do. Instead of like trying to find for this whole big recording where that piece is, I think would be really nice. Yeah, because sometimes it's like, okay, I have this hour-long webinar. But I need to know this one little thing right? And how do I find that?"
6,12,Brittany Ciullo,9/15/2023 19:55,"LP-H, LP-Web, LP-S","I think things like cheat sheets are really useful, like brief handouts, or, you know, a page on a site or something"
6,15,Brittany Ciullo,9/15/2023 19:57,"LP-H, LP-Web","But the written and visual version of that sort of static version, I find really useful for for some things related to open science practices."
6,17,Brittany Ciullo,9/15/2023 20:02,LP-H,"Yeah, like an infographic almost."
6,37,Brittany Ciullo,9/15/2023 20:12,B-T,"Our biggest barrier, is to X's point time"
6,37,Brittany Ciullo,9/15/2023 20:13,B-KOP,"when to do that, and when to submit it"
6,37,Brittany Ciullo,9/15/2023 20:12,B-PR,"Our biggest barrier, is to X's point time, when to do that, and when to submit it"
6,41,Brittany Ciullo,9/15/2023 20:14,"PE-PR, SJ","in more cases than I'm proud to admit we've submitted it at a stage where we have to select basically, we've collected it already. And we're submitting this preregistered report prior to looking at the data. But like we've already done most of the collection, which is, you know, a little bit later than I'd like"
6,41,Brittany Ciullo,9/15/2023 20:14,"B-PR, B-T",but it's mostly just the time aspect of getting it in.
7,2,Brittany Ciullo,9/15/2023 20:16,"B-PR, B-KOP, B-CX","We struggled with the actual process of putting the the protocol up on OSF. We found it really confusing about what kind of project or document we were putting up and ended up with two different projects, I guess. Then one of them you could change one of them you couldn’t, and when you can find XX and one you can't. And so it was really hard navigating Open Science Framework by ourselves, even with the help of our librarian. So that's been a big challenge for us."
7,4,Brittany Ciullo,9/15/2023 20:17,B-T,I'll just echo that time has been a factor.
7,8,Brittany Ciullo,9/15/2023 20:20,B-C,"And then, I think, like some sort of amorphous concern that putting it out there. And I I think this is probably something that's not grounded in any sort of reality. But like that, putting it out there will give somebody else the idea to then run away with my project. That isn't really the main barrier. It's just kind of like this back of my mind kind of thought."
7,8,Brittany Ciullo,9/15/2023 20:21,B-T,But mostly it's time
7,12,Brittany Ciullo,9/15/2023 20:17,B-PR,"I'll just echo that time has been a factor. And then, I think, like some sort of amorphous concern that putting it out there. And I I think this is probably something that's not grounded in any sort of reality. But like that, putting it out there will give somebody else the idea to then run away with my project. That isn't really the main barrier. It's just kind of like this back of my mind kind of thought. But mostly it's time, confusion about how to do it, what details I need to have, how much detail to go into, those kinds of things. And some of it, too, that's been, probably there's probably real easy to find answers for this. But, like the analysis plan, do I need to have<P>alternative analyses if, like, my data don't need the assumptions for the first proposed analysis, like how much detail."
7,12,Brittany Ciullo,9/15/2023 20:23,"B-KOP, U-PR","But mostly it's time, confusion about how to do it, what details I need to have, how much detail to go into, those kinds of things. And some of it, too, that's been, probably there's probably real easy to find answers for this. But, like the analysis plan, do I need to have<P>alternative analyses if, like, my data don't need the assumptions for the first proposed analysis, like how much detail."
7,15,Brittany Ciullo,9/15/2023 20:33,B-LOB,"For me it kind of feels like more of a change in mindset that needs to happen. I think of like, why this is important, and that I should spend the time on it."
7,16,Brittany Ciullo,9/15/2023 20:33,B-TE,"Because if I'm being totally honest that, you know, because I wasn't trained, none of us were trying to do this."
7,17,Brittany Ciullo,9/15/2023 20:34,B-CX,"And so it does feel like this big thing to add on to the beginning, or wherever in your project"
7,17,Brittany Ciullo,9/15/2023 20:28,B-PR,"For me it kind of feels like more of a change in mindset that needs to happen. I think of like, why this is important, and that I should spend the time on it. Because if I'm being totally honest that, you know, because I wasn't trained, none of us were trying to do this. And so it does feel like this big thing to add on to the beginning, or wherever in your project"
7,19,Brittany Ciullo,9/15/2023 20:34,"F-PR, F-B","so something like, just realizing why it's so important, hopefully, might motivate me to to actually take the time and effort needed to do it."
7,28,Brittany Ciullo,9/15/2023 20:41,LPE-PR,"I never pre registered a study, but when I read them, it it's like a Grant application. And so I feel like I already have them written. I just don't do it."
7,33,Brittany Ciullo,9/15/2023 20:41,"F-PR, F-T",Time?
7,40,Brittany Ciullo,9/15/2023 20:49,"B-PR, B-RV","I also, I guess I kind of have this concern. It's like a cooks in the kitchen concern. Because you never know if the reviewers that you get for your pre registration are going to be the same review as you get for your grant. And so then, when you need to go, submit your, resubmit your grant, you've now had to modify, based on two different sets of reviewer feedback."
7,46,Brittany Ciullo,9/15/2023 20:52,LPE-PR,"I would just add, I haven't done this at all. So it's like, so I mentioned before, all this like kind of quick, just more information on the how to’s I imagine everything you said would be barriers for me if I would have tried to do this before. But I haven't."
8,3,Brittany Ciullo,9/15/2023 20:53,"F-PR, F-KOP","And so just no more information of how to and which types of projects. I guess I haven't thought to do this at the time, because I thought some of the projects I'm doing, though it's just a quick little pilot thing or...so I guess more information on what can go in and how to how to do it."
8,7,Brittany Ciullo,9/15/2023 20:59,F-RV,"If if pre registration was a surefire way to get feedback from either from peer reviewers or from, you know, maybe not formal peer review."
8,9,Brittany Ciullo,9/15/2023 20:58,"F-PR, F-B","Also go back to the point of thinking about the pay off of it. Right. If if pre registration was a surefire way to get feedback from either from peer reviewers or from, you know, maybe not formal peer review. Then I think I would see the value of doing it for more projects.But right. Given the trade off of of time versus obvious, payoff for some smaller projects or even larger projects. I think that something more concretely obvious to me, would be a facilitator, I guess."
8,12,Brittany Ciullo,9/15/2023 21:00,"B-PR, B-LOB, B-T",It's not clear that right now that the time that is required to do all this stuff actually helps us at this stage.
8,16,Brittany Ciullo,9/15/2023 21:01,"F-PR, F-IS","And I think, knowing also what resources are already available at the universities where we work is, could be potentially helpful like X, mentioned the library having this training about self-archiving, I want to look up and see if my university has that and because I I feel like as junior people when we come to a university, often it feels overwhelming that we forget to look for the resources that they make available to us."
8,24,Brittany Ciullo,9/15/2023 21:01,"B-SA, B-I","I don't have access to my website. It's run by the PR at the university. And it's just, you know, six extra emails for me to get the paper up there. Per paper. "
8,27,Brittany Ciullo,9/15/2023 21:02,PE-SA,I just link to my Google Scholar profile. Which means that I need to have the papers in a repository that is searchable by Google Scholar or findable.
8,29,Brittany Ciullo,9/15/2023 21:02,"B-SA, B-W","And so then I get confused about like, well, where can I put these that they will be findable through the one avenue I've given people to find my work."
8,33,Brittany Ciullo,9/15/2023 21:02,"B-SA, B-I","The lack of control of the university run website is a big barrier. I am able to put links on mine but I have to go through our department administrator, who isn't very tech, savvy. And so that is a huge barrier for me."
8,38,Brittany Ciullo,9/15/2023 21:04,B-KJP,"The barrier for me is the legality as we talked about before, and you know, what are you allowed to do when you're not allowed to do? That's really the barrier for me."
8,40,Brittany Ciullo,9/15/2023 21:04,B-T,"And I guess so I guess time is a little bit, because the time that it takes to look into all of that, and then trust that I understood it right. I guess that I guess that part is maybe a time barrier."
8,41,Brittany Ciullo,9/15/2023 21:04,"B-KJP, B-W","But really it's it's more about not having the knowledge of what we can and kind of can't do, and where."
8,41,Brittany Ciullo,9/15/2023 21:04,B-SA,"The barrier for me is the legality as we talked about before, and you know, what are you allowed to do when you're not allowed to do? That's really the barrier for me. And I guess so I guess time is a little bit, because the time that it takes to look into all of that, and then trust that I understood it right. I guess that I guess that part is maybe a time barrier. But really it's it's more about not having the knowledge of what we can and kind of can't do, and where."
9,5,Brittany Ciullo,9/15/2023 21:05,"B-SA, B-T, B-CX","I think the time element resonates for me. But in the stage of preparing whatever I have<P>to make freely available. So, for example, some journals require that you submit the figures as separate attachments, and so then they appear at the end of the manuscript. As a reader I really don't like reading things that way. So I do want to take the time to put the figures and the captions and the tables in where they would be. But again, that feels like this extra set of steps. And then there's other, you know, versions of that same sort of dilemma of how much modification to make to something, just to make it freely available. Not just to make it freely available. That's very important. But if I'm just trying to get it closer and closer to what the final published version looks like it...Right? It it's again this sort of time-effort trade off."
9,9,Brittany Ciullo,9/15/2023 21:07,"F-SA, F-S","I found that I, still a student, is a really great resource to do all of those formatting things, and I've had a couple of students do that for me. Even undergraduate students are pretty good at working with word and that saves me a lot of time."
9,17,Brittany Ciullo,9/15/2023 21:08,F-S,Student helpers.
9,17,Micah Hirsch,9/22/2023 20:12,"F-R, R-UCSD",And then resources like CSDisseminate
9,17,Brittany Ciullo,9/15/2023 21:08,F-SA,"Student helpers. And then resources like CSDisseminate, and our librarians."
9,17,Brittany Ciullo,9/15/2023 21:08,F-IS,our librarians.
9,20,Brittany Ciullo,9/15/2023 21:16,"R-UCSD, F-CR",The CSDisseminate resources for me were really big for this.
9,22,Brittany Ciullo,9/15/2023 21:16,F-KOP,"I feel especially when you publish in similar journal, or the same journals, or whatever. I feel more and more confident that I'm doing it the right way to which helps a lot"
9,22,Brittany Ciullo,9/15/2023 21:16,F-SA,"The CSDisseminate resources for me were really big for this. I feel especially when you publish in similar journal, or the same journals, or whatever. I feel more and more confident that I'm doing it the right way to which helps a lot"
9,23,Brittany Ciullo,9/15/2023 21:16,"B-SA, N-SA",I do think that that's a barrier is<P>being nervous about doing it wrong.
9,26,Brittany Ciullo,9/15/2023 21:17,"F-SA, F-CS","And then also seeing that colleagues at similar stages in their career, looking at their websites and seeing how they did it and seeing that it doesn't actually look as scary as you think it is has been really helpful for me, and that I'm like I can do this, too."
9,31,Brittany Ciullo,9/15/2023 21:18,"F-SA, R-UCSD, F-CR","One of the resources that CSDisseminates provides is a template for the blurb to include at the top of the manuscript, and I always just copy paste that in and I find that really helpful to have really concrete wording and placement in addition to right websites, to look up exactly how to do it. Depending on the journal that you're publishing in."
9,38,Brittany Ciullo,9/15/2023 21:19,"B-OA, B-M",The fee.
9,42,Brittany Ciullo,9/15/2023 21:19,"B-OA, B-M","Yeah, for sure. The money. When you're in a lab that has a ton of funding, great let's do it. And when you are almost out of your startup funds, and you’re a new faculty like this is not the top priority for where that funding goes."
10,2,Brittany Ciullo,9/15/2023 21:20,"B-OA, IE-OA","I think it's ethically ambiguous, actually like, I think it encourages a lot of big labs to get a lot more views than little labs. And I think it's also I mean, we already sell our figures and our text to publishers period. So now we're paying them to do it. So I think it's ethically very odd. So I kind of try not to. And I try to just pre-print, because I'm uncomfortable with the current ethics of it."
10,10,Brittany Ciullo,9/15/2023 21:22,"B-OA, B-M, B-LOB","There are some smaller society journals. It's kind of a balance between like a less impactful journal that's open access and a more impact for a journal that's gonna cost $3,000 plus the open access fee which I don't have and don't want to pay. But you know it's like Neurobiology of Language isn’t indexed in PubMed and so then what are you even publishing there for? But it is free for people to access."
10,18,Austin Thompson,9/19/2023 17:18,"B-OA, B-WR, B-M","I think we all have a problem with we're doing all this work, and it goes to other publishers, and it's not ours. And we don't get compensated for being authors or being reviewers. That's like a side thing I think we all struggle with. But then adding what X was saying, that we’re gonna pay for it seems like it shouldn't come on us."
10,23,Austin Thompson,9/19/2023 17:20,"B-OA, B-PC","You know, it's like there's all these open access journals popping up, and some of them maybe, aren't great. Or I've been, you know. We all get emails, and I've been warned. Oh, some of those are scams. They just want your money. Then it seems enticing, because they usually get published faster. And we all need publication."
10,23,Austin Thompson,9/19/2023 17:21,"CI-A, F-OA, C-MP","Then it seems enticing, because they usually get published faster. And we all need publication. So again, just not really."
10,25,Austin Thompson,9/19/2023 17:21,"B-OA, B-M","Well, it's not really been an option for me, because my startup is running out, so I don't even have this money so, but I have thought about it, and wondered should I do it?"
10,29,Austin Thompson,9/19/2023 17:22,B-LOB,"I think, prioritizing it is questionable in my mind, because it's not clear to me what the payoff is at this point for science or for my career."
10,30,Austin Thompson,9/19/2023 17:22,IOS-A,"like I I I get that, you know, tangentially, yes, it's better for everything to be accessible to everyone."
10,32,Austin Thompson,9/19/2023 17:24,IOS-D,"But I just wonder how many more people would my article actually reach if it were gold open access versus if I am just, you know, telling everybody, hey, I'll email it to you if you email me."
10,32,Austin Thompson,9/19/2023 17:21,B-OA,"Yeah, I agree, I think, prioritizing it is questionable in my mind, because it's not clear to me what the payoff is at this point for science or for my career. like I I I get that, you know, tangentially, yes, it's better for everything to be accessible to everyone. But I just wonder how many more people would my article actually reach if it were gold open access versus if I am just, you know, telling everybody, hey, I'll email it to you if you email me."
10,36,Austin Thompson,9/19/2023 17:26,"WTL-OA, F-OA, F-SE",I think it would be really interesting to to being researchers to have data on how much of a difference it actually makes. I would be really interested to know that
10,38,Austin Thompson,9/19/2023 17:28,KOP-NIH,The Nih also accepts preprints now in bio sketches and whatnot.
10,40,Austin Thompson,9/19/2023 17:30,"B-OA, B-WR","So I really think the gold open access is losing its pull because it's like, why bother if NIH accepts a preprint as evidence. So I think it's an interesting future question."
10,46,Austin Thompson,9/19/2023 17:32,"B-OA, B-PC","I think some people are touched on this, and it's not a barrier of publishing per se, but like a drawback of some of these open access journals of yeah, we get the reviews very quickly. But there are a bunch of people in my department on a soap box about how these papers aren't worth anything, even if it's good science, right? Just because Frontiers, for example, yeah, it's open access. But anyone can get published there, right or whatever. So."
11,8,Austin Thompson,9/19/2023 17:33,"F-OA, F-IS, F-M","Yeah. My current university is a subscriber to some of the gold open access options for certain journals, and so publishing through those is easier because the university picks up the tab. And so that is obviously a huge facilitator, because it doesn't come out of my own account."
11,12,Austin Thompson,9/19/2023 17:34,"F-OA, F-IS, F-M","Yeah, I would agree with that. My university also has an agreement with a couple publishers for gold open access, but none of them are big speech and hearing journals. So it's it. It's a potential facilitator, but it hasn't actually come to fruition yet."
11,17,Austin Thompson,9/19/2023 17:34,"PE-OA, B-OA, B-PT","Because, yeah, we we've published in one, or we're in the process of publishing in one. But the time was so poor, like the timing, compared to non-gold open access that I don't even think I would use that route again, even though the university picks up the tab for it, because the time it took to actually get it published was atrocious."
11,22,Austin Thompson,9/19/2023 17:37,"B-OA, B-I, B-T, B-M","My universities and R1, I think many of us here at our R1 or similar. And you have to apply for like an open access fund for not covered ones. But most of the publishers want the money within like 2 weeks of acceptance, and that is just not gonna to happen with getting funds from the university that fast. So the idea is nice, but the whole, like how it pans out is not so great."
11,25,Austin Thompson,9/19/2023 17:39,U-SA,Is there? I'm sorry this may not be relevant to the question. But is there a CSD specific open access preprint platform? Or are you guys just publishing on whatever the biology one is?
11,28,Austin Thompson,9/19/2023 17:39,PE-SA,"I do OSF. They have a preprint section that attaches to your project already, which I really like, because it's all in one place."
